SiteId,CMRId,Token#,CertStartDt,CertEndDt,IsTokenized,IR Snt to Evident,Volume(Wh)
61863cdc-3aa8-43f7-8d83-838e71d813f8,,,,,,,
f10254ec-6fd6-4867-a278-81a99af5e588,fd66bf15-fe45-4777-bd7e-1f9c43ee74b0,,,,true,,
468575c6-f0db-43c3-b54c-11bf942b52e2,,,,,,,
035dc123-b2de-4a70-99be-8bb41f870825,,,,,,,
a3426297-48b7-4011-bbef-844849133dc4,,,,,,,
e0c87a13-a195-49e1-a1e1-7618ee397ede,4da1f5e2-c524-472b-a363-e1a2e06e039b,,,,true,,
b217c5e5-ed6b-4952-851c-fb9cb687c060,008cfd1f-ad13-4759-a73b-5447162dc3dd,,,,true,,
e6699f95-e151-4fd2-8270-f61cd8610ebe,fd76aeef-d846-46c7-a493-46f097cf16da,,,,true,,
32f91674-47cb-45e3-a2d0-56831f47c2ea,,,,,,,
eac21b5e-bccd-4f03-9a1f-9cdf919d6867,,,,,,,
26753634-b4a5-43a0-924a-7b852f5f96ae,09db8023-b627-4ca0-9d46-8de6afad8c59,,,,true,,
9b7f05f5-f05f-464e-905c-be133c655fec,ef596628-43b4-41a1-9598-3e97d9371c18,,,,true,,
db1d4394-8b71-4590-a981-55381dd2249c,d91fd42b-a8e5-48e1-b779-94a697d93626,,,,true,,
